Column1,Q-1-a-1,Q-1-a-2,Q-1-a-3,Q-1-b-1,Q-1-b-2,Q-1-b-3,Q-1-c-1,Q-1-c-2,Q-1-c-3,Q-2-a-1,Q-2-a-2,Q-2-a-3,Q-2-b-1,Q-2-b-2,Q-2-b-3,Q-2-c-1,Q-2-c-2,Q-2-c-3,Q-3-a-1,Q-3-a-2,Q-3-a-3,Q-3-b-1,Q-3-b-2,Q-3-b-3,Q-3-c-1,Q-3-c-2,Q-3-c-3,Q-4-a-1,Q-4-a-2,Q-4-a-3,Q-4-b-1,Q-4-b-2,Q-4-b-3,Q-4-c-1,Q-4-c-2,Q-4-c-3,Q-5-a-1,Q-5-a-2,Q-5-a-3,Q-5-b-1,Q-5-b-2,Q-5-b-3,Q-5-c-1,Q-5-c-2,Q-5-c-3,Other,Column2
38625888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gpt_5
38625888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gpt_5mini
38156559,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,2,0,10,2,10,None,1,2,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
38156559,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
38156559,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,2,5,Missing two of the 5 outcomes,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
38156559,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,o4-mini
38156559,2,0,10,2,10,Captures broad categories,0,1,None,6,0,10,6,10,Bidirectional MR,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,,gpt4-1
38156559,6,0,10,6,10,Captures all outcomes bidirectional MR,0,1,None,5,0,10,5,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
38156559,6,0,10,6,10,Captures all outcomes bidirectional MR,0,1,None,6,0,10,6,10,Bidirectional MR,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,9,0,10,9,10,None,0,1,None,,gpt_5
38156559,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,9,0,10,9,10,None,0,1,None,,gpt_5mini
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,1,0,10,1,10,None,0,1,None,0,0,1,0,1,Did not extract population,1,10,missing the population data,12,0,10,12,10,None,0,1,None,,llama3
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,,llama3-2
37675772,1,0,10,1,10,None,0,1,None,7,0,10,7,10,None,5,3,Missing 5 outcomes,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,,deepseek
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,12,0,10,12,10,None,0,1,None,,o4-mini
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,12,0,10,12,10,None,0,1,None,,gpt4-1
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,12,0,10,12,10,None,0,1,None,,gpt_4o
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,12,0,10,12,10,None,0,1,None,,gpt_5
37675772,1,0,10,1,10,None,0,1,None,12,0,10,12,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,12,0,10,12,10,None,0,1,None,,gpt_5mini
34727949,1,0,10,1,10,None,1,2,Did not break down th exposure into constituents,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,5,0,10,5,10,None,0,1,None,,llama3
34727949,3,0,10,3,10,None,0,1,Reports both overall and subcategories of exposure,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
34727949,2,0,10,2,10,None,0,1,None,2,1,9,1,10,None,0,1,None,2,1,9,1,10,Includes metabolic profiling,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,4,0,10,4,10,None,0,1,None,,deepseek
34727949,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
34727949,2,0,10,2,10,None,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,gpt4-1
34727949,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,1,9,1,10,None,1,2,"Includes other category, missing MVR",1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,gpt_4o
34727949,2,0,10,2,10,None,0,1,None,5,0,10,5,10,includes subcategories,0,1,None,5,3,7,2,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,10,0,10,10,10,None,0,1,None,,gpt_5
34727949,3,0,10,3,10,None,0,1,None,4,0,10,4,10,includes subcategories,0,1,None,5,3,7,2,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,llama3
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,llama3-2
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,4,8,None,1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,deepseek
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
38242214,3,0,10,3,10,bidirectional MR,0,1,None,3,0,10,3,10,bidirectional MR,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,2,0,10,2,10,None,0,1,None,,gpt_4o
38242214,3,0,10,3,10,bidirectional MR,0,1,None,3,0,10,3,10,bidirectional MR,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
38242214,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
38699385,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
38699385,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,9,0,10,9,10,None,0,1,None,,llama3-2
38699385,1,1,1,0,1,Extracted SNPs and not exposure,1,10,None,4,1,9,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
38699385,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,3,0,10,3,10,None,0,1,None,,o4-mini
38699385,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt4-1
38699385,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
38699385,4,3,9,1,10,None,0,1,None,4,1,9,3,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
38699385,1,0,10,1,10,None,0,1,none,3,0,10,3,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,more details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
37693321,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,3,0,10,3,10,None,0,1,None,includes exposure super category,llama3
37693321,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,7,0,10,7,10,None,0,1,None,includes exposure super category,llama3-2
37693321,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
37693321,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,3,0,10,3,10,None,0,1,None,,o4-mini
37693321,4,0,10,4,10,bidirectional,0,1,None,4,0,10,4,10,bidirectional,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,6,0,10,6,10,None,0,1,None,,gpt4-1
37693321,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,5,6,Missing subcategories,1,0,10,1,10,No specific ancestry,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
37693321,4,0,10,4,10,bidirectional,0,1,None,4,0,10,4,10,bidirectional,0,1,None,10,0,10,10,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
37693321,4,0,10,4,10,bidirectional,0,1,None,4,0,10,4,10,None,0,1,None,9,0,10,9,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
35656325,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,UKB,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
35656325,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,UKB,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
35656325,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,1,3,None,1,0,10,1,10,UKB,0,1,None,2,0,10,2,10,None,0,1,None,,deepseek
35656325,8,0,10,8,10,bidirectional,0,1,None,8,0,10,8,10,bidirectional,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,UKB and more details,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
35656325,8,0,10,8,10,bidirectional,0,1,None,8,0,10,8,10,bidirectional,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,UKB and more details,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
35656325,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,2,8,Missing details for sensitivity analysis,0,1,None,1,0,10,1,10,UKB,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
35656325,8,0,10,8,10,bidirectional,0,1,None,8,0,10,8,10,bidirectional,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,UKB and more details,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
35656325,8,0,10,8,10,bidirectional,0,1,None,8,0,10,8,10,bidirectional,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,UKB and more details,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,6,0,10,6,10,None,0,1,None,,llama3
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,7,0,10,7,10,None,0,1,None,,deepseek
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,6,0,10,6,10,None,0,1,None,,o4-mini
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,6,0,10,6,10,None,0,1,None,,gpt4-1
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_4o
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort and more details,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
37432894,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Finngen cohort and more details,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
38409624,4,0,10,4,10,None,3,4,,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,7,0,10,7,10,None,0,1,None,,llama3-2
38409624,2,0,10,2,10,None,5,7,missing exposure subcategories ,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,2,0,10,2,10,None,0,1,None,,o4-mini
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,No specific ancestry,0,1,None,7,0,10,7,10,None,0,1,None,,gpt4-1
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,3,None,1,0,10,1,10,No specific ancestry,0,1,None,2,0,10,2,10,None,0,1,None,,gpt_4o
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,7,0,10,7,10,None,0,1,None,,gpt_5
38409624,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,7,0,10,7,10,None,0,1,None,,gpt_5mini
38504987,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,1,3,Missing one outcome,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
38504987,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,llama3-2
38504987,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,4,0,10,4,10,None,0,1,None,,deepseek
38504987,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
38504987,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
38504987,3,0,10,3,10,None,0,1,None,2,0,10,2,10,broad categories of mortality,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
38504987,3,0,10,3,10,None,0,1,None,4,0,10,4,10,sub categories of mortality,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
38504987,3,0,10,3,10,None,0,1,None,4,0,10,4,10,sub categories of mortality,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
35703944,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,,llama3
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,1,2,Missing sensitivity analysis methods,1,0,10,1,10,Details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,llama3-2
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,1,2,Missing sensitivity methods,1,0,10,1,10,Details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,deepseek
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,o4-mini
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,gpt4-1
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,gpt_4o
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,gpt_5
35703944,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,5,0,10,5,10,None,0,10,None,,gpt_5mini
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,llama3
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,llama3-2
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,deepseek
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,o4-mini
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt4-1
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt_4o
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt_5
38584824,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,7,0,10,7,10,provides more details on methods,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt_5mini
37925898,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,1,0,10,1,10,None,0,10,None,,llama3
37925898,1,0,10,1,10,None,0,1,None,2,0,10,2,10,provides subcategories of main outcome,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,llama3-2
37925898,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,1,0,10,1,10,None,0,10,None,,deepseek
37925898,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,o4-mini
37925898,1,0,10,1,10,Broad COVID19 category,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,1,0,10,1,10,None,0,10,None,,gpt4-1
37925898,1,0,10,1,10,None,0,1,None,2,0,10,2,10,provides subcategories of main outcome,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,0,0,1,0,1,None,2,10,Did not extract any result,,gpt_4o
37925898,2,0,10,2,10,None,0,1,None,3,0,10,3,10,provides subcategories of main outcome,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt_5
37925898,2,0,10,2,10,None,0,1,None,2,0,10,2,10,provides subcategories of main outcome,0,1,None,4,0,10,4,10,Includes replication analysis,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,2,0,10,2,10,None,0,10,None,,gpt_5mini
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,6,0,10,6,10,None,0,1,None,,llama3
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Details on dataset,0,1,None,7,0,10,7,10,None,0,1,None,,deepseek
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,9,0,10,9,10,None,0,1,None,,o4-mini
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,9,0,10,9,10,None,0,1,None,,gpt4-1
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,4,0,10,4,10,Includes other category,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,9,0,10,9,10,None,0,1,None,,gpt_4o
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,9,0,10,9,10,None,0,1,None,,gpt_5
35726641,5,0,10,5,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,10,0,10,10,10,None,0,1,None,,gpt_5mini
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,1,0,10,1,10,None,0,1,None,,llama3
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,llama3-2
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,o4-mini
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,1,0,10,1,10,None,0,1,None,,gpt4-1
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_5
35594314,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_5mini
38030236,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,No specific population and characetristics of dataset are limited,0,1,None,2,0,10,2,10,None,0,1,None,,llama3
